,name,func L2,priv err,priv time,smooth err,smooth time,total runtime
0,abboip,2986602.529408208,6179484.454509005,0.027158021926879883,7487653.872773389,0.006431907415390015,0.0335899293422699
1,abcoij,11387.366197969848,1106393.9346995763,0.004952296614646912,352705.38212587405,0.001178056001663208,0.00613035261631012
2,abdremlu,4807311.561217478,3347376.0157370307,0.012570410966873169,7756547.556745376,0.0029903650283813477,0.015560775995254517
3,abgibo,2086456.056381533,6653785.725905702,0.028859317302703857,11446718.44834324,0.006845742464065552,0.03570505976676941
4,abjoolaw,5028367.516228743,3078915.885902628,0.013593330979347229,5521405.805734883,0.0032245665788650513,0.01681789755821228
5,abmuyawm,5012566.654619189,7475643.804813763,0.03253050148487091,13510838.685049634,0.0077063292264938354,0.040236830711364746
6,abniar,11660541.56470244,9295341.999487353,0.040324047207832336,13844465.73739916,0.009522736072540283,0.04984678328037262
7,abnovkak,4948372.404775512,3780769.55996236,0.015909746289253235,5091146.54408147,0.0037709325551986694,0.019680678844451904
8,abtyff,4776112.598516988,4561607.626441324,0.01913641393184662,8065961.939781561,0.004567727446556091,0.02370414137840271
9,abwecnij,2950593.8639600165,5497637.981879472,0.02346104383468628,9317566.503439546,0.005566790699958801,0.02902783453464508
10,acdiyito,1875663.27990679,1228360.4680544827,0.004261955618858337,2122864.2005815236,0.0010017305612564087,0.005263686180114746
11,acduou,2034714.504787471,7918263.552767826,0.03437161445617676,11643591.333773471,0.008121311664581299,0.04249292612075806
12,acgerl,2303008.7247667033,3504990.9286760925,0.014868199825286865,5377424.420773261,0.0035354644060134888,0.018403664231300354
13,acitva,5670973.867873089,1482225.4633016507,0.006645485758781433,2462697.178771414,0.001577526330947876,0.008223012089729309
14,acpegho,4896341.288133755,6205260.539730148,0.027391448616981506,8424825.957554571,0.0065176039934158325,0.03390905261039734
15,acvebr,2626186.1453251145,6471652.3952787025,0.028875499963760376,7598607.10715033,0.0068253278732299805,0.035700827836990356
16,adkavy,5310388.711729841,1635682.149892471,0.007091343402862549,2864967.0049758116,0.0016789287328720093,0.008770272135734558
17,adnerst,2572501.607559462,3735276.607566704,0.015883013606071472,5203229.9926707065,0.0037705451250076294,0.0196535587310791
18,adpaifo,2092387.5603166604,6358002.3226952655,0.02760903537273407,8134543.568567122,0.006560862064361572,0.03416989743709564
19,aducrisi,2806800.422515321,6572083.920663092,0.027052029967308044,14523110.835757356,0.006434932351112366,0.03348696231842041
20,afmorc,2465501.1358270333,2515868.8662438015,0.010964229702949524,3303812.9476828007,0.002591073513031006,0.01355530321598053
21,afpansh,2246641.8014312848,5867136.307533994,0.02587006986141205,8432281.46533679,0.00615277886390686,0.03202284872531891
22,afsfat,4013532.2029592576,7668593.919018933,0.03188908100128174,13240399.739153132,0.0075886547565460205,0.03947773575782776
23,afweka,7107594.544303576,6968266.857405974,0.029821127653121948,10900932.03257104,0.007091611623764038,0.036912739276885986
24,agcowktu,2496513.1820794153,4383493.467834546,0.019487380981445312,5771311.857498276,0.004619598388671875,0.024106979370117188
25,agdrea,4333532.500004127,6139858.806134326,0.025221049785614014,16038920.51195093,0.0059521496295928955,0.03117319941520691
26,aggjuo,2177821.300540907,6048287.070018389,0.024536341428756714,10312571.170921762,0.005782023072242737,0.03031836450099945
27,agivle,5936923.293313465,6599967.638458755,0.028610408306121826,10058729.291232804,0.0068131983280181885,0.035423606634140015
28,agjitfa,2971941.2052513757,7424943.294985059,0.03274977207183838,9653617.946455684,0.007751539349555969,0.04050131142139435
29,agsuec,1811007.0575631668,5919004.872829722,0.02609477937221527,7855404.64442814,0.006148591637611389,0.03224337100982666
30,agvexpia,3333679.566933286,3161604.3358519096,0.011077880859375,7307898.431580594,0.002643778920173645,0.013721659779548645
31,aichash,3701214.4821509696,1759304.0044342803,0.0062398761510849,4030276.0931313382,0.0014849156141281128,0.007724791765213013
32,aimidd,2160110.2789674583,3249299.9217553344,0.014689624309539795,5227385.083574808,0.003474399447441101,0.018164023756980896
33,ainplin,4942870.041729553,5318735.195539816,0.022944942116737366,7913760.800173821,0.005417808890342712,0.028362751007080078
34,aitpygg,9727044.5525845,6525032.0554385055,0.02817283570766449,10401628.61541116,0.006663292646408081,0.03483612835407257
35,aivtytan,5008330.827247719,7928716.135664367,0.03470665216445923,12438117.752508558,0.008280336856842041,0.04298698902130127
36,aiwalb,4128958.9740377907,3641382.2268085787,0.014927387237548828,6287227.000357799,0.003528997302055359,0.018456384539604187
37,ajixdo,2212291.493175668,3267183.417040767,0.014493808150291443,3808229.02962378,0.003421500325202942,0.017915308475494385
38,ajsips,2519682.078651383,8002758.989488815,0.03256829082965851,11382188.486993453,0.007728010416030884,0.04029630124568939
39,ajsnedsi,4679479.500689564,5118186.579342995,0.022290587425231934,8490994.355526086,0.005303308367729187,0.02759389579296112
40,ajthof,5241849.694030637,5744487.490582231,0.024084433913230896,8263148.917276438,0.0057234615087509155,0.02980789542198181
41,ajtreo,14173203.458894173,629679.2420259332,0.0025225281715393066,1597052.627913719,0.0006014853715896606,0.0031240135431289673
42,akgicjud,3069611.0825798637,9107589.991607245,0.0397195965051651,12442355.726010641,0.009419232606887817,0.04913882911205292
