,name,func L2,priv err,priv time,smooth err,smooth time,total runtime
0,abboip,2986602.529408208,296190082.2978348,0.01809658110141754,142914271.8013427,0.0035005956888198853,0.021597176790237427
1,abcoij,11387.366197969848,52924424.23701358,0.0032771676778793335,24030038.8292149,0.0006340444087982178,0.003911212086677551
2,abdremlu,4807311.561217478,138953512.6741607,0.00837753713130951,72234110.4367288,0.0016264021396636963,0.010003939270973206
3,abgibo,2086456.056381533,312731252.0694956,0.019164666533470154,161665579.51226592,0.003708869218826294,0.022873535752296448
4,abjoolaw,5028367.516228743,144339472.79963174,0.008980557322502136,71094449.0387613,0.0017367005348205566,0.010717257857322693
5,abmuyawm,5012566.654619189,357175718.4261455,0.021731257438659668,172400069.1490488,0.004213795065879822,0.02594505250453949
6,abniar,11660541.56470244,436451024.00958085,0.027027085423469543,218607375.23484105,0.005245700478553772,0.032272785902023315
7,abnovkak,4948372.404775512,172364022.20606148,0.010692089796066284,86616541.71508089,0.002074316143989563,0.012766405940055847
8,abtyff,4776112.598516988,210022732.52636886,0.012797236442565918,109839578.81677496,0.0024777501821517944,0.015274986624717712
9,abwecnij,2950593.8639600165,256957427.71599853,0.015720680356025696,122076804.40677889,0.0030586421489715576,0.018779322504997253
10,acdiyito,1875663.27990679,46666103.63830355,0.0028529316186904907,24652759.098480694,0.0005522668361663818,0.0034051984548568726
11,acduou,2034714.504787471,372389852.6491298,0.022990599274635315,191252161.4726022,0.004460960626602173,0.027451559901237488
12,acgerl,2303008.7247667033,161727590.3976087,0.00989145040512085,85378805.22727005,0.0019174069166183472,0.011808857321739197
13,acitva,5670973.867873089,72529033.43406034,0.004418298602104187,37946878.00560102,0.0008595883846282959,0.005277886986732483
14,acpegho,4896341.288133755,295607592.1298177,0.01828385889530182,154236290.52796,0.003550603985786438,0.021834462881088257
15,acvebr,2626186.1453251145,315182900.33977264,0.019236579537391663,152109593.8698473,0.00373665988445282,0.022973239421844482
16,adkavy,5310388.711729841,78599516.47476861,0.004737496376037598,38264423.7489227,0.0009170621633529663,0.005654558539390564
17,adnerst,2572501.607559462,172311253.30057764,0.010632425546646118,88067871.44895773,0.002049654722213745,0.012682080268859863
18,adpaifo,2092387.5603166604,301676653.1578935,0.01841256022453308,149914293.93210554,0.0035605430603027344,0.021973103284835815
19,aducrisi,2806800.422515321,294223556.00879395,0.018086150288581848,148036930.08772188,0.0034796595573425293,0.021565809845924377
20,afmorc,2465501.1358270333,121270379.33775903,0.0073293596506118774,63065373.81646837,0.0014178454875946045,0.008747205138206482
21,afpansh,2246641.8014312848,281901961.13556415,0.017194002866744995,138948624.2719376,0.0033444762229919434,0.02053847908973694
22,afsfat,4013532.2029592576,344720503.5068922,0.0211886465549469,160346915.56151623,0.004115626215934753,0.025304272770881653
23,afweka,7107594.544303576,324702380.2894752,0.01994381844997406,162983110.2503592,0.0038539618253707886,0.02379778027534485
24,agcowktu,2496513.1820794153,210084608.93192217,0.012936443090438843,103505908.18512048,0.0025171786546707153,0.015453621745109558
25,agdrea,4333532.500004127,272802608.06224835,0.016794010996818542,132078419.58679262,0.003238976001739502,0.020032986998558044
26,aggjuo,2177821.300540907,263699324.41284055,0.016273468732833862,132130266.10365051,0.0031452178955078125,0.019418686628341675
