,name,func L2,priv err,priv time,smooth err,smooth time,total runtime
0,abboip,2986602.529408208,4101199.0878912583,0.017866283655166626,7176458.581306576,0.0034015774726867676,0.021267861127853394
1,abcoij,11387.366197969848,531884.3445824569,0.0032670795917510986,242637.40117010003,0.0006175786256790161,0.0038846582174301147
2,abdremlu,4807311.561217478,3887228.576018394,0.008288159966468811,7430884.325790432,0.0015750229358673096,0.00986318290233612
3,abgibo,2086456.056381533,5581143.929055901,0.019001111388206482,11275728.190977523,0.0036088526248931885,0.02260996401309967
4,abjoolaw,5028367.516228743,2447075.495651345,0.008892416954040527,5405968.715966621,0.001692160964012146,0.010584577918052673
5,abmuyawm,5012566.654619189,6029985.688005347,0.021447092294692993,13419731.338503532,0.004080727696418762,0.025527819991111755
6,abniar,11660541.56470244,7096097.016088572,0.02660571038722992,13301837.145918373,0.005075812339782715,0.031681522727012634
7,abnovkak,4948372.404775512,3742784.1287877266,0.010472208261489868,4679643.572782435,0.001999959349632263,0.012472167611122131
8,abtyff,4776112.598516988,3695733.125307059,0.012604668736457825,7678618.3204316255,0.0024035125970840454,0.01500818133354187
9,abwecnij,2950593.8639600165,4426980.496126905,0.015498235821723938,9348511.364377076,0.0029574930667877197,0.018455728888511658
10,acdiyito,1875663.27990679,1139274.2707103116,0.002820521593093872,1920644.3936661328,0.0005369484424591064,0.0033574700355529785
11,acduou,2034714.504787471,5954100.246037802,0.022692859172821045,11027880.862970779,0.004325971007347107,0.027018830180168152
12,acgerl,2303008.7247667033,2954536.6348736202,0.009730473160743713,5269593.1002718415,0.0018447935581207275,0.011575266718864441
13,acitva,5670973.867873089,1259301.1815405425,0.004360169172286987,2305917.3080553496,0.0008568018674850464,0.005216971039772034
14,acpegho,4896341.288133755,4547890.945526234,0.018017202615737915,8148565.188077256,0.003418639302253723,0.021435841917991638
15,acvebr,2626186.1453251145,4145072.077055094,0.01901918649673462,7277312.239034587,0.003634214401245117,0.022653400897979736
16,adkavy,5310388.711729841,1239889.0461401818,0.004640936851501465,2816404.618190712,0.0008884221315383911,0.005529358983039856
