,folder,# records,eps (per record),avg func L2,avg approx err,avg priv err,avg priv loss,avg smooth err,avg smooth loss,avg approx time,avg priv time,avg smooth time,avg total runtime
0,00000,987,4.0,4227.416645637966,283.7143992130069,357.77563690124117,208.1907187487101,373.0145739726847,236.08326484626616,0.3189428644943624,0.0038764074882596217,,0.33807431191598514
1,01000,1000,4.0,4196.633984385568,285.00232582990134,358.6272630180201,208.23398357757705,373.90900112968285,236.26880966848483,0.32097356390953063,0.00390087266266346,,0.34027135345339776
2,02000,998,4.0,4167.646958183916,281.1160729917824,355.206060185203,208.17387166202354,370.2253596224481,235.41077105852722,0.3206535169261252,0.0039055937068734714,,0.33994648404016287
3,03000,995,4.0,4196.500586945298,283.3933495347751,357.48648004165176,208.26263485075307,372.41713616077,235.57304696380373,0.3205912937471016,0.00390168561707789,,0.3398658393914975
4,04000,1000,4.0,4040.150522137716,272.3056241415501,348.9841359426551,208.22570490917425,362.6162768884007,233.10834719329534,0.32076232862472537,0.003901662811636925,,0.34007287475466735
5,05000,999,4.0,4167.3242761124175,282.95752144418,359.02800374910356,208.22884487342958,373.95510266618237,237.1458012605015,0.3209236651450187,0.0039035612428271853,,0.3402569362440625
6,06000,1000,4.0,4020.2923656078447,276.73620743799023,352.2765932363676,208.15907198169813,366.5055744187156,234.181706815867,0.32119160413742065,0.003905327618122101,,0.34050913375616076
7,07000,997,4.0,3975.5618367716893,277.3918841234108,353.1330958229929,208.19531952297086,366.5901636973612,233.41661962832245,0.3210523236120716,0.0039054904144290936,,0.3403598955994026
8,08000,1000,4.0,3926.9119311479017,270.86724393250677,348.8394139279595,208.28117761092383,362.61479759516163,234.14627443290695,0.32107538676261904,0.003901817962527275,,0.34038669635355473
9,09000,997,4.0,3940.3405240367993,274.90399796664036,351.58703446068955,208.27076386437454,364.8917925980605,232.88739767768348,0.32090783980091214,0.0039047487341652186,,0.3402270834328777
10,10000,1000,4.0,4101.5942634532375,279.5800815875479,354.1033796589612,208.1633357762928,369.03349970539074,235.35837917596086,0.3213672606945038,0.003911695703864098,,0.34074350889027116
11,11000,995,4.0,4117.278248867939,279.2346561874926,355.1112803420153,208.21135455947615,369.37007358544946,235.32705619093443,0.3210080693115541,0.0038980919212552173,,0.3403300287885283
12,12000,1000,4.0,4126.671912249225,279.44207709587334,355.1477756640001,208.2170471176995,369.9183539420892,235.90685082166124,0.32077423691749574,0.003904851362109184,,0.3401125869005918
13,13000,995,4.0,4041.1134328228723,279.62783952805995,355.36544956656206,208.18617666671716,369.55464691191986,234.92415595810274,0.32120341008632025,0.003911312276394523,,0.3405389059278833
14,14000,1000,4.0,4002.579682470809,272.80738462135565,349.6873100705367,208.25627598420144,363.5078239583188,233.75669285376088,0.32117037105560303,0.003909606128931046,,0.34052728007733823
15,15000,999,4.0,3969.806837828258,279.19475533511627,356.1546089756479,208.1688482293524,369.5313596458162,234.24996723747338,0.3209968329191924,0.003909438878327638,,0.3403615515690308
16,16000,1000,4.0,4196.156649645974,284.8897400006002,360.06656743997956,208.09084405126322,375.0193254337821,236.4673437103558,0.32142859530448914,0.003911424547433853,,0.34076384519040587
17,17000,1000,4.0,4073.06418749401,279.903126334639,355.7394816285223,208.1771373501487,370.27861847488794,235.70909387049792,0.3214301836490631,0.003902053788304329,,0.340719125315547
18,18000,999,4.0,3931.4114980939926,273.89005687333616,351.3011076648853,208.18993085806162,365.3409951152596,234.62945986127434,0.3215176975643551,0.003910748390583424,,0.34088024910207504
19,19000,1000,4.0,3858.363231958467,268.7447645668436,347.767718949102,208.20511509378946,360.634601216477,232.8804819191564,0.32121792435646057,0.003909796267747879,,0.3405398908257485
20,20000,1000,4.0,3778.7389649768024,273.02147133686225,352.195439046537,208.19320749311237,364.9804451059323,234.04239035492168,0.3213851807117462,0.00391158153116703,,0.34076551236212255
21,21000,838,4.0,3917.0744856160377,283.32068759313745,360.96324219499365,208.21468743307318,375.01190079084404,237.57947240967707,0.32149170492031126,0.003914536201441772,,0.34086881467721347
