,folder,# records,eps (per record),avg func L2,avg priv err,avg priv time,avg smooth err,avg smooth time,avg total runtime
0,00000,987,4.0,4227.416645637966,3769.4714809937077,0.0020692955849743178,3835.1400323246844,0.00023665325197163808,0.0023059488369459556
1,01000,1000,4.0,4196.633984385568,3736.098374847515,0.0020680992901325225,3809.0194547212855,0.00023688153922557832,0.0023049808293581007
2,02000,998,4.0,4167.646958183916,3714.6572235923354,0.0020737571264794453,3777.633198236079,0.00023708122228094952,0.0023108383487603947
3,03000,995,4.0,4196.500586945298,3742.7159182598343,0.0020697180949263835,3816.7967334635623,0.00023667686548664344,0.002306394960413027
4,04000,1000,4.0,4040.150522137716,3646.8681551240693,0.002071424514055252,3767.1660387997354,0.0002369687110185623,0.0023083932250738144
5,05000,999,4.0,4167.3242761124175,3747.7491238427565,0.002071714839777789,3891.4258183802,0.00023692013981106046,0.0023086349795888497
6,06000,1000,4.0,4020.2923656078447,3637.7301177567683,0.0020717094838619233,3749.0915778299664,0.00023709623515605927,0.0023088057190179825
7,07000,997,4.0,3975.5618367716893,3716.268892404624,0.002072027702269368,3854.3890834943104,0.00023715477530193425,0.002309182477571302
8,08000,1000,4.0,3926.9119311479017,3486.004168282658,0.002071756348013878,3634.3142442005674,0.00023715411126613617,0.002308910459280014
9,09000,997,4.0,3940.3405240367993,3645.2745393605865,0.002074000843190621,3776.0162032107773,0.00023734179458981651,0.0023113426377804375
10,10000,1000,4.0,4101.5942634532375,3736.125966758206,0.0020725799947977066,3827.562773788709,0.00023693378269672394,0.0023095137774944304
11,11000,995,4.0,4117.278248867939,3773.908646032107,0.0020721627689486172,3948.3566718762827,0.0002365854816820154,0.002308748250630633
12,12000,1000,4.0,4126.671912249225,3722.1460101545745,0.00207248318195343,3883.285712641293,0.0002369118630886078,0.002309395045042038
13,13000,995,4.0,4041.1134328228723,3709.6563450852923,0.00207277943740538,3838.933054172576,0.0002372478420410923,0.002310027279446472
14,14000,1000,4.0,4002.579682470809,3552.673560703771,0.002065144971013069,3692.7919994084828,0.0002370847314596176,0.0023022297024726866
15,15000,999,4.0,3969.806837828258,3663.6461748739007,0.0020629973919899973,3828.716440158523,0.00023680497277845015,0.0022998023647684473
16,16000,1000,4.0,4196.156649645974,3708.380807224119,0.002065042808651924,3894.7589211886743,0.0002372988909482956,0.0023023416996002196
17,17000,1000,4.0,4073.06418749401,3722.0463598303627,0.00206313781440258,3880.2136872555297,0.00023696088790893554,0.002300098702311516
18,18000,999,4.0,3931.4114980939926,3579.2223922082594,0.0020681280452567894,3703.6989472460104,0.00023745717825712981,0.0023055852235139194
19,19000,1000,4.0,3858.363231958467,3593.512451688942,0.00206806218624115,3761.954350107851,0.00023737837374210357,0.0023054405599832535
20,20000,1000,4.0,3778.7389649768024,3564.448060735826,0.0020694872587919237,3728.0738507600086,0.00023760658502578735,0.002307093843817711
21,21000,838,4.0,3917.0744856160377,3720.4509599453554,0.002069155363308217,3931.834090180314,0.00023746860340273182,0.0023066239667109485
