,folder,# records,eps (per record),avg func L2,avg approx err,avg priv err,avg priv loss,avg smooth err,avg smooth loss,avg approx time,avg priv time,avg smooth time,avg total runtime
0,00000,987,2.0,4227.416645637966,283.7143992130069,511.8153441929369,416.27590663116865,515.9330701280691,422.8743820291909,0.31486924296092117,0.0038646588662475077,,0.33395285386565726
1,01000,1000,2.0,4196.633984385568,285.00232582990134,512.4091990949429,416.39499207071384,516.5706603189752,423.0945684892873,0.31757887148857117,0.0038906351178884507,,0.33681908632814883
2,02000,998,2.0,4167.646958183916,281.1160729917824,509.6749687156775,416.31186362560146,513.572700934414,422.51174449269854,0.3173753763726336,0.003889248850111493,,0.3366157600659885
3,03000,995,2.0,4196.500586945298,283.3933495347751,511.62789313206383,416.3803047893337,515.4742681522113,422.6927847641338,0.317497539999497,0.0038902098659294934,,0.3367387243850746
4,04000,1000,2.0,4040.150522137716,272.3056241415501,505.92872916729937,416.3548417126607,508.6254733813471,421.2194170149416,0.3174917538166046,0.0039038878977298735,,0.33677038945257665
5,05000,999,2.0,4167.3242761124175,282.95752144418,514.536639921311,416.342739640533,518.7084387936122,424.41750743097543,0.31755015513560436,0.003901992399651964,,0.3368406575005334
6,06000,1000,2.0,4020.2923656078447,276.73620743799023,508.25094060069415,416.4895612545366,511.4257123486215,421.953034522325,0.3177056903839111,0.0038967867344617845,,0.33697292107343674
7,07000,997,2.0,3975.5618367716893,277.3918841234108,508.9768897308257,416.3834424626916,511.754341654837,421.56709199559253,0.3178527254756977,0.0038974848290981956,,0.33713823884217403
8,08000,1000,2.0,3926.9119311479017,270.86724393250677,506.69330218498493,416.41897173902004,509.639651383638,422.19509933090836,0.317803083896637,0.003893889173865318,,0.3370683358311653
9,09000,997,2.0,3940.3405240367993,274.90399796664036,508.16423097565314,416.4788949904602,510.67704365232714,421.1824388742105,0.3177087529372786,0.0038970609605611267,,0.3369791008524574
10,10000,1000,2.0,4101.5942634532375,279.5800815875479,509.05243851383426,416.3405108539508,512.8688577552952,422.51821752917397,0.3178906228542328,0.003900814116001129,,0.33719645014405253
11,11000,995,2.0,4117.278248867939,279.2346561874926,511.1103112455003,416.64566045232874,514.6024239432668,423.249230717468,0.31812924643856794,0.0038995426503857177,,0.3373904372279967
12,12000,1000,2.0,4126.671912249225,279.44207709587334,510.60673885383693,416.2882338511974,514.4113107417024,423.0258869865926,0.31779658365249636,0.0038944882601499556,,0.33705506502091886
13,13000,995,2.0,4041.1134328228723,279.62783952805995,511.22771426031636,416.6642655925514,514.6613327785999,422.9583097879699,0.31791286636237526,0.0039053198680206757,,0.3372346869814935
14,14000,1000,2.0,4002.579682470809,272.80738462135565,506.9194349346964,416.60459949650783,509.7663513472871,421.93735022804896,0.3181096458435059,0.003907715052366257,,0.33742940786480907
15,15000,999,2.0,3969.806837828258,279.19475533511627,512.8637941248137,416.5607568911776,515.642578220974,422.50914851324154,0.3178721760605668,0.00390130233716917,,0.3371443791581584
16,16000,1000,2.0,4196.156649645974,284.8897400006002,514.836740123505,416.46424056059743,518.852881519457,423.53114927279466,0.317815899848938,0.0038998674750328065,,0.33707123185694216
17,17000,1000,2.0,4073.06418749401,279.903126334639,511.4818279895821,416.4416021211713,515.144453768732,423.1697594732918,0.3180199522972107,0.0038975884914398194,,0.3372792992591858
18,18000,999,2.0,3931.4114980939926,273.89005687333616,508.6709163368656,416.4808973089658,511.79941611640214,422.6170444027378,0.3178612400700261,0.0038932132142203467,,0.3370895574579726
19,19000,1000,2.0,3858.363231958467,268.7447645668436,506.51656615462724,416.4815998924995,508.74711817036314,421.6140938577477,0.3181076817512512,0.0039011344611644743,,0.3373852620869875
20,20000,1000,2.0,3778.7389649768024,273.02147133686225,510.9998796102039,416.48835965327925,513.3446977663015,422.76608049029494,0.3177569603919983,0.0039034180492162705,,0.3370118826925755
21,21000,838,2.0,3917.0744856160377,283.32068759313745,517.8097424920873,416.24367829844806,521.3898869572807,425.075185189896,0.31775531677755936,0.0038962241324433846,,0.3369755026015291
