,folder,# records,eps (per record),avg func L2,avg priv err,avg priv time,avg smooth err,avg smooth time,avg total runtime
0,00000,987,1.0,4227.416645637966,4985.413847113233,0.002049013157021311,4031.297409946018,0.00023675810360739417,0.002285771260628705
1,01000,1000,1.0,4196.633984385568,4955.877507010439,0.0020494029372930527,4002.137685265203,0.00023699519038200377,0.0022863981276750565
2,02000,998,1.0,4167.646958183916,4940.672483155359,0.0020514540896864834,3966.7878190290608,0.00023701321147008984,0.0022884673011565734
3,03000,995,1.0,4196.500586945298,4966.445008150377,0.00204731950807811,4004.819426364443,0.00023683692941713574,0.0022841564374952456
4,04000,1000,1.0,4040.150522137716,4896.487356077835,0.002049309343099594,3965.8374460771747,0.00023675650358200072,0.0022860658466815945
5,05000,999,1.0,4167.3242761124175,4975.462543815984,0.00204932170587259,4086.2758866629542,0.00023713014326296052,0.0022864518491355506
6,06000,1000,1.0,4020.2923656078447,4878.197569823963,0.0020486155152320863,3946.5518812676355,0.00023714964091777803,0.0022857651561498642
7,07000,997,1.0,3975.5618367716893,4951.997867848418,0.002047768088735812,4038.395275957473,0.00023718143896449175,0.0022849495277003037
8,08000,1000,1.0,3926.9119311479017,4770.285798841264,0.0020478258281946184,3848.084248671068,0.0002375243902206421,0.0022853502184152605
9,09000,997,1.0,3940.3405240367993,4896.7118167335375,0.0020510914811160165,3979.04370057609,0.0002380415513259597,0.0022891330324419762
10,10000,1000,1.0,4101.5942634532375,4958.036614555998,0.002049771949648857,4013.234739556199,0.00023799856007099152,0.0022877705097198485
11,11000,995,1.0,4117.278248867939,5001.703270823462,0.002048643030712952,4145.533810527501,0.00023764776225066066,0.0022862907929636126
12,12000,1000,1.0,4126.671912249225,4959.104693038238,0.0020492767095565798,4087.8597636403547,0.00023768413066864013,0.00228696084022522
13,13000,995,1.0,4041.1134328228723,4943.840768537621,0.0020492887526900325,4032.095385109222,0.00023777309674114438,0.002287061849431177
14,14000,1000,1.0,4002.579682470809,4823.695076815107,0.002045782059431076,3894.184581331138,0.00023749381303787232,0.002283275872468948
15,15000,999,1.0,3969.806837828258,4918.439078055642,0.0020524525755757205,4037.5527357224514,0.00023783479366932546,0.002290287369245046
16,16000,1000,1.0,4196.156649645974,4949.7242793144505,0.0020491346269845964,4105.439284644979,0.00023742395639419556,0.002286558583378792
17,17000,1000,1.0,4073.06418749401,4956.206900299917,0.002051342725753784,4071.8649520353806,0.0002376878559589386,0.0022890305817127228
18,18000,999,1.0,3931.4114980939926,4845.988355697201,0.002048387899771109,3905.5210396057973,0.00023663991146736794,0.002285027811238477
19,19000,1000,1.0,3858.363231958467,4860.577658672417,0.00204806125164032,3966.5487560870106,0.00023734739422798156,0.0022854086458683016
20,20000,1000,1.0,3778.7389649768024,4842.354152420096,0.002047735616564751,3933.5287669167938,0.00023662440478801726,0.002284360021352768
21,21000,838,1.0,3917.0744856160377,4967.400505336525,0.0020490281266073622,4121.135761412284,0.00023699615835289967,0.0022860242849602618
