,name,func L2,priv err,priv time,smooth err,smooth time,total runtime
0,abboip,2986602.529408208,98409671.2725037,0.018017485737800598,48091170.67522104,0.0034954696893692017,0.0215129554271698
1,abcoij,11387.366197969848,18131169.369857717,0.0032585710287094116,8486213.369379578,0.0006331354379653931,0.0038917064666748047
2,abdremlu,4807311.561217478,46627605.75470838,0.00834190845489502,25247409.220129617,0.001606762409210205,0.009948670864105225
3,abgibo,2086456.056381533,105187387.23370825,0.01899242401123047,55919431.138851315,0.003673166036605835,0.022665590047836304
4,abjoolaw,5028367.516228743,48203453.35176853,0.008941411972045898,24962858.760903258,0.001736268401145935,0.010677680373191833
5,abmuyawm,5012566.654619189,117839415.11443803,0.02151474356651306,58662263.91002372,0.004177093505859375,0.025691837072372437
6,abniar,11660541.56470244,147858495.15528914,0.026749536395072937,74751709.62962571,0.005168214440345764,0.0319177508354187
7,abnovkak,4948372.404775512,57769018.44864766,0.010552749037742615,29635876.513788015,0.0020456910133361816,0.012598440051078796
8,abtyff,4776112.598516988,68958287.96207164,0.012694761157035828,37656262.33284223,0.0024670660495758057,0.015161827206611633
9,abwecnij,2950593.8639600165,85502500.17409739,0.015562012791633606,41057730.938608594,0.003035902976989746,0.018597915768623352
10,acdiyito,1875663.27990679,15630978.299099628,0.0028314590454101562,8889259.173577428,0.0005483776330947876,0.003379836678504944
11,acduou,2034714.504787471,126195378.16525455,0.022799938917160034,64704000.1690256,0.004433989524841309,0.027233928442001343
12,acgerl,2303008.7247667033,52797786.7658814,0.009803608059883118,28423748.484074075,0.0018988102674484253,0.011702418327331543
13,acitva,5670973.867873089,23985411.911255494,0.004391223192214966,12685762.001546152,0.0008514225482940674,0.005242645740509033
14,acpegho,4896341.288133755,99629532.3231918,0.018137186765670776,52508098.82763545,0.003521442413330078,0.021658629179000854
15,acvebr,2626186.1453251145,105651733.71626604,0.019066736102104187,52825661.20928808,0.003693610429763794,0.02276034653186798
16,adkavy,5310388.711729841,25773280.937207885,0.004664167761802673,12611483.227386707,0.0009054988622665405,0.005569666624069214
17,adnerst,2572501.607559462,57382772.52621913,0.010431736707687378,29858728.6650594,0.0020288974046707153,0.012460634112358093
18,adpaifo,2092387.5603166604,100117793.279718,0.018258661031723022,49564315.686547354,0.003544136881828308,0.02180279791355133
19,aducrisi,2806800.422515321,97928459.3042801,0.017807945609092712,51264144.772277355,0.003441557288169861,0.021249502897262573
20,afmorc,2465501.1358270333,39141776.214116015,0.007244676351547241,20819312.600834753,0.0013969987630844116,0.008641675114631653
21,afpansh,2246641.8014312848,93121089.52814874,0.016978725790977478,47274381.71446981,0.003283068537712097,0.020261794328689575
22,afsfat,4013532.2029592576,116311130.17535147,0.020931318402290344,56693680.01852647,0.004060283303260803,0.024991601705551147
23,afweka,7107594.544303576,109017336.22151984,0.019647717475891113,53733213.58867078,0.0038048475980758667,0.02345256507396698
24,agcowktu,2496513.1820794153,70292088.46521702,0.012802362442016602,35183356.37278782,0.002475738525390625,0.015278100967407227
25,agdrea,4333532.500004127,92216378.40019064,0.01661066710948944,48108347.03226297,0.003205329179763794,0.019815996289253235
26,aggjuo,2177821.300540907,88347932.14584179,0.016152411699295044,45471551.8030886,0.0031295865774154663,0.01928199827671051
27,agivle,5936923.293313465,104107501.21823607,0.018787935376167297,50252592.45833437,0.003664463758468628,0.022452399134635925
28,agjitfa,2971941.2052513757,119543583.68418565,0.02160140872001648,60451463.18861124,0.004188850522041321,0.0257902592420578
29,agsuec,1811007.0575631668,94310069.68971244,0.017240017652511597,50760311.31491566,0.0033367425203323364,0.020576760172843933
30,agvexpia,3333679.566933286,39944378.48200011,0.007312551140785217,21256094.223693904,0.001422986388206482,0.0087355375289917
31,aichash,3701214.4821509696,22489157.930928923,0.004150301218032837,12036738.26960959,0.0008043348789215088,0.004954636096954346
