,name,total length of time,total eps,func L2,approx err,priv err,priv loss,smooth err,smooth loss,approx time,priv time,smooth time,total runtime
0,abboip,475200.0,0.3299999999999999,2986602.5294081774,279874.85366569605,536959.5670257519,453078.09408302483,596299.208135651,518235.1356135289,1.3170383125543594,0.000693202018737793,0.24143563210964203,1.5591671466827393
1,abcoij,86400.0,0.05999999999999999,11387.366197957117,3033.62466318558,5184.163574567343,3998.711016562881,5005.715148682107,3868.863047975723,0.055967435240745544,5.844235420227051e-05,0.0014664828777313232,0.05749236047267914
2,abdremlu,259200.0,0.17999999999999997,4807311.561216996,207417.48020569654,461640.74968441745,408923.5717268623,766149.1292561694,734446.0566139226,0.7537324875593185,0.0005229264497756958,0.30588996410369873,1.060145378112793
3,abgibo,561600.0,0.38999999999999985,2086456.0563817425,390433.63366303983,704160.7391314987,578729.9755811803,936058.1934876338,834034.0321761358,1.624833568930626,0.0009459257125854492,0.36543427407741547,1.9912137687206268
4,abjoolaw,259200.0,0.17999999999999997,5028367.516228345,166367.2685043234,327404.76810630463,275363.3384982426,358841.8854121617,309958.9061424202,0.7580667585134506,0.0004401654005050659,0.17396119236946106,0.9324681162834167
5,abmuyawm,604800.0,0.4199999999999998,5012566.654619216,406386.20325918845,863618.8497667675,751843.9869465198,925973.9345472225,822841.7413239743,1.826591283082962,0.001073583960533142,0.5140626728534698,2.341727539896965
6,abniar,777600.0,0.5399999999999998,11660541.564702295,536003.38214827,1000963.3763767409,828868.4822523872,1273816.876225073,1136970.9461658837,2.2971623092889786,0.0013267695903778076,0.5289383828639984,2.827427461743355
7,abnovkak,302400.0,0.20999999999999996,4948372.404775424,156621.96201455867,290936.01624744915,242078.53542444677,510906.7294307488,481195.74689881713,0.6786545962095261,0.00043486058712005615,0.15677998960018158,0.8358694463968277
8,abtyff,388800.0,0.26999999999999996,4776112.598516562,270005.4744044989,585290.1827362897,511118.83578204276,935013.0372717005,882232.7000817588,1.1374326199293137,0.0007225275039672852,0.3589354306459427,1.4970905780792236
9,abwecnij,432000.0,0.29999999999999993,2950593.8639603555,307012.8700933267,572136.5943078784,476976.53746981145,1829234.1351334774,1777715.8682553037,1.2964681833982468,0.0007368624210357666,0.3081415444612503,1.6053465902805328
10,acdiyito,86400.0,0.05999999999999999,1875663.2799076978,52079.955388685514,115768.74189354788,102067.16952828376,148644.9370361639,138499.97359715163,0.2525741457939148,0.00015211105346679688,0.0687532126903534,0.321479469537735
11,acduou,648000.0,0.4499999999999998,2034714.5047876246,413761.7291843144,824077.1411182013,701796.1020105866,908832.7010619914,799215.5341007871,1.8157288879156113,0.0011020898818969727,0.4439825713634491,2.2608135491609573
12,acgerl,302400.0,0.20999999999999996,2303008.7247671373,190739.86486709636,364894.5063383899,307073.34813854506,554042.1408998503,512884.7662305017,0.8622251003980637,0.0005140304565429688,0.19142378866672516,1.0541629195213318
13,acitva,129600.0,0.08999999999999998,5670973.867873101,76733.55678631269,127806.28956648134,101725.50730279605,139118.48386349232,115403.8126450521,0.37249135971069336,0.00019894540309906006,0.054562777280807495,0.4272530823945999
14,acpegho,518400.0,0.3599999999999999,4896341.288133685,308932.3440701576,636074.803266567,545136.0260111457,733792.2771162839,656978.1926674754,1.539894849061966,0.0008829981088638306,0.34338995814323425,1.884167805314064
15,acvebr,518400.0,0.3599999999999999,2626186.145325941,289990.65122227394,552689.5570329635,461722.287066394,604579.8856383509,523166.7453618795,1.4724857807159424,0.0007968544960021973,0.2734082192182541,1.7466908544301987
16,adkavy,129600.0,0.08999999999999998,5310388.711730036,79452.2929269939,130124.83329988291,103011.56453870551,169152.93938871723,148159.033639588,0.37806542217731476,0.00019621849060058594,0.05319458246231079,0.43145622313022614
17,adnerst,302400.0,0.20999999999999996,2572501.6075600456,207538.1789975821,343014.4928272062,272419.8843815875,755837.9788382662,706543.4363152272,0.8864734321832657,0.0004861503839492798,0.15859413146972656,1.0455537140369415
18,adpaifo,518400.0,0.3599999999999999,2092387.5603164216,319659.6325364678,591018.9905638272,488979.36084410123,649408.5909807368,555715.108028743,1.5311732739210129,0.0008395612239837646,0.2901976406574249,1.8222104758024216
19,aducrisi,518400.0,0.3599999999999999,2806800.4225154105,342481.429317737,653395.1016996141,548099.8394130723,737978.4335804133,641003.6101116871,1.5231808722019196,0.0008850842714309692,0.34600935876369476,1.8700753152370453
20,afmorc,216000.0,0.14999999999999997,2465501.1358266277,135764.2207346206,244708.6070405974,199843.63744101534,291410.55208912166,255588.36772186906,0.6242088973522186,0.00035196542739868164,0.11928948760032654,0.7438503503799438
21,afpansh,475200.0,0.3299999999999999,2246641.8014320354,321188.90945365175,611170.5510526913,510640.1653774713,797760.5901856238,717579.9509743217,1.429481253027916,0.0008037090301513672,0.32664699852466583,1.7569319605827332
22,afsfat,561600.0,0.38999999999999985,4013532.202959028,415921.0332248832,837869.474872649,717734.473581342,1516001.0825473357,1435154.2895222045,1.738889992237091,0.000998958945274353,0.4899773746728897,2.229866325855255
23,afweka,561600.0,0.38999999999999985,7107594.544303874,368310.5061875835,716512.6350629596,605791.9579038954,864499.891963005,768031.2066032626,1.6711404770612717,0.0009507089853286743,0.3888668417930603,2.0609580278396606
24,agcowktu,345600.0,0.23999999999999996,2496513.182079341,231790.99792933962,443918.5098166152,373912.79166952113,528232.4258380297,469598.923886654,1.058470830321312,0.0005900263786315918,0.23901942372322083,1.2980802804231644
25,agdrea,475200.0,0.3299999999999999,4333532.5000039255,312020.4259830082,638955.8489757666,547531.2703772472,701022.0590955677,619465.7506553414,1.4260608702898026,0.0008267462253570557,0.36249904334545135,1.789386659860611
26,aggjuo,475200.0,0.3299999999999999,2177821.3005416533,346269.1510790971,764030.6964762075,675334.4356879488,1856632.8604979385,1818585.7695924337,1.4253090769052505,0.0009091198444366455,0.4868731051683426,1.9130913019180298
27,agivle,518400.0,0.3599999999999999,5936923.293314138,356405.944167099,654780.0186783936,544143.1942141263,872902.6029533405,781231.8741761886,1.5570635497570038,0.0008618533611297607,0.34530022740364075,1.9032256305217743
28,agjitfa,604800.0,0.4199999999999998,2971941.2052512076,367027.6836948492,664101.827691227,546153.7102911021,697205.5575739265,586455.5536606845,1.792804628610611,0.0009571462869644165,0.3173203319311142,2.1110821068286896
29,agsuec,518400.0,0.3599999999999999,1811007.0575631668,324465.9466169323,555532.4913845717,445453.6770881965,641052.6273548907,544681.692685755,1.475953221321106,0.0008311867713928223,0.2541777342557907,1.7309621423482895
30,agvexpia,216000.0,0.14999999999999997,3333679.5669344105,198657.4545070618,396670.7300560214,340988.25302698265,809262.038475989,779273.0305552881,0.6542733758687973,0.00043252110481262207,0.2535446882247925,0.9082505851984024
31,aichash,129600.0,0.08999999999999998,3701214.482151682,106655.70665878455,203513.9605486739,170761.75372620218,371598.3048393553,350441.72857321415,0.3730289340019226,0.00024563074111938477,0.12040667235851288,0.49368123710155487
32,aimidd,259200.0,0.17999999999999997,2160110.278967459,174509.86294675033,328739.6114019545,272287.08865526534,436627.5092436634,390472.2910794805,0.7897957116365433,0.0004273056983947754,0.17272213101387024,0.9629451483488083
33,ainplin,432000.0,0.29999999999999993,4942870.041729553,282201.833136945,530617.9902258492,442899.04567892663,641444.9340256056,562162.7873488788,1.279086247086525,0.0007131844758987427,0.2788241058588028,1.5586235374212265
34,aitpygg,561600.0,0.38999999999999985,9727044.552584704,344603.0202915415,654567.9555839411,548105.4683167173,681695.2410403038,581484.619638207,1.618112564086914,0.0009279996156692505,0.33459436893463135,1.9536349326372147
35,aivtytan,648000.0,0.4499999999999998,5008330.827247987,410861.7940147538,887972.2496096517,776039.7319007328,1315609.8352248971,1232681.5547293718,1.9532844573259354,0.0011435598134994507,0.522615060210228,2.477043077349663
36,aiwalb,302400.0,0.20999999999999996,4128958.9740376794,190462.7566766558,364096.8554655953,306184.1440662198,483521.24246537325,438562.66205242043,0.8703592121601105,0.0005119293928146362,0.19328546524047852,1.0641566067934036
37,ajixdo,259200.0,0.17999999999999997,2212291.4931752584,150307.3437379712,315251.1850431997,272875.07354048756,344853.442704521,304671.6948810253,0.789883941411972,0.00043289363384246826,0.17174024879932404,0.9620570838451385
38,ajsips,604800.0,0.4199999999999998,2519682.0786513896,388030.8925764611,794766.668631646,682897.9304945979,1003010.9029696069,909147.4484594922,1.8136210590600967,0.0010422319173812866,0.4463616609573364,2.2610249519348145
39,ajsnedsi,432000.0,0.29999999999999993,4679479.500689085,287809.02864283486,595415.0011682677,513273.6769916643,894071.8364337853,833848.7036059755,1.274497851729393,0.0007601678371429443,0.34367309510707855,1.6189311146736145
40,ajthof,432000.0,0.29999999999999993,5241849.694030847,278434.5120854451,500338.45896578045,409654.9756304468,589239.0349698906,503528.94686155935,1.3013122379779816,0.0006852596998214722,0.24436581134796143,1.5463633090257645
41,ajtreo,43200.0,0.029999999999999995,14173203.458893547,41665.3930223297,80063.0544473444,68364.83494736622,100116.94283263055,91034.78764021512,0.14024552702903748,8.231401443481445e-05,0.05002225935459137,0.19035010039806366
42,akgicjud,777600.0,0.5399999999999998,3069611.0825799913,459955.65240514337,885442.2899352001,748914.1546110976,962770.9647829698,836616.3039268743,2.253933146595955,0.001279488205909729,0.45423510670661926,2.709447741508484
43,akvutvo,432000.0,0.29999999999999993,1638881.5213020782,241842.47805516448,419846.54370434425,341084.6648894265,522447.5482927196,452034.847171525,1.2642628401517868,0.0006598383188247681,0.1794673204421997,1.4443899989128113
