,name,# batches,total eps,func L2,approx err,priv err,priv loss,smooth err,smooth loss,approx time,priv time,smooth time,total runtime,baseline priv err,baseline runtime
439,oasthul,15,0.15,10671515.195956757,4605739.7704902515,4685673.799517112,817480.1973469852,7550614.639827214,5979258.752763401,1.7925987243652344,0.0007759994930691189,0.13924319214291042,1.932617916001214,330920881755.5872,0.26224662197960746
440,odocjeca,24,0.24,6789281.940722714,4576440.24245974,4712720.400560516,1013156.3016103432,7610302.751600347,6039222.507205031,2.1874122619628906,0.0011336538526746961,0.1544519133037991,2.3429978291193643,432746987523.3569,0.4378244611952039
441,enarwee,25,0.25,6988517.357519088,4131089.388692743,4292078.179005871,1045641.7703237018,9332581.278187577,7974507.427546585,2.290043830871582,0.001208835177951389,0.17803850438859728,2.469291170438131,436591929921.3357,0.4336119492848715
442,aypudby,24,0.24,15102395.571766222,4848844.063436932,4993404.326572031,1114834.6683722055,9367542.84109697,7862425.049705065,2.517396926879883,0.001185297966003418,0.18398050467173255,2.7025627295176187,443752783690.49854,0.4307101964950561
443,oshyon,27,0.27,7039950.879051809,4614644.086469569,4780220.772799821,1129735.9552117253,7553010.4923881125,5941837.308867097,2.4028069972991943,0.0012791156768798828,0.17236422167883977,2.576450334654914,463934108245.6359,0.48009102874331994
444,effneomi,28,0.28,5924045.564950622,4833985.42017705,5010501.82323473,1190135.8278860634,7794732.500765735,6034336.301380236,2.7511746883392334,0.0013354089525010853,0.18001385529836014,2.932523952590095,480568313650.5766,0.5003598928451537
445,ijthind,20,0.2,7245704.087939142,4889467.762647078,4989976.622999237,940674.1741119343,8136418.604344121,6471624.61957548,1.9049782752990723,0.0009616480933295356,0.13929061094919837,2.0452305343416,402390377108.3463,0.3517475128173828
446,eufdod,19,0.19,5268585.199400499,4364265.654771421,4471721.3062466355,918403.0832229559,8018305.631662152,6596855.699649966,1.8339972496032715,0.000919885105556912,0.13641460736592614,1.9713317420747547,377651365529.17566,0.3240933550728691
447,edglevi,24,0.24,6016821.17593182,4874647.520987281,5005843.639892273,1043321.7188235685,8829648.617678048,7285855.722395347,2.4373481273651123,0.001131825976901584,0.15399797757466632,2.5924779309166803,436968822018.9543,0.4316389560699463
448,ayquexar,26,0.26,5352605.708013633,4625756.202478024,4785056.385936476,1114280.8514962732,8024285.673351387,6477504.957565725,2.373836040496826,0.0012243721220228409,0.16535149680243597,2.5404119094212847,462347739731.6932,0.4708499113718669
449,epkiapme,26,0.26,8551531.987148745,4592253.179080818,4732998.631988526,1031170.7510211241,7708829.99993895,6129929.384382966,2.4676666259765625,0.0012154181798299155,0.15666153695848253,2.6255435811148753,450980641822.5058,0.46085435814327663
450,eersdo,25,0.25,7069019.099129313,4198299.176538488,4380170.769503758,1168915.1694796032,6845789.824136409,5374088.3679502895,2.602692127227783,0.001210874981350369,0.1745498047934638,2.7784528070025973,445385447415.5045,0.45236912038591165
