,folder,# records,eps (per record),avg func L2,avg priv err,avg priv time,avg smooth err,avg smooth time,avg total runtime
0,00000,987,2.0,4227.416645637966,4288.670025838919,0.002981570927688537,3855.5348614404375,0.00045647109050035717,0.003438042018188894
1,01000,1000,2.0,4196.633984385568,4258.833438567976,0.0029783809185028078,3835.3065418865076,0.00045563694834709165,0.0034340178668498993
2,02000,998,2.0,4167.646958183916,4248.167373032332,0.0030094622998294946,3798.7547941220446,0.00046104797440205884,0.0034705102742315537
3,03000,995,2.0,4196.500586945298,4268.047052456152,0.002982628016016591,3831.433889959834,0.00045698595106901237,0.0034396139670856032
4,04000,1000,2.0,4040.150522137716,4212.608819807284,0.0029781949520111084,3794.888839090158,0.00045582346618175504,0.0034340184181928636
5,05000,999,2.0,4167.3242761124175,4247.846412880031,0.0029764776831274634,3913.6651493670784,0.0004554724878257698,0.0034319501709532334
6,06000,1000,2.0,4020.2923656078447,4185.901953682013,0.0029802294224500654,3778.522638663632,0.00045612999796867373,0.0034363594204187393
7,07000,997,2.0,3975.5618367716893,4234.259404515904,0.0029766715338141654,3869.775001797922,0.00045627928007330556,0.003432950813887471
8,08000,1000,2.0,3926.9119311479017,4141.687217308924,0.0029778808057308198,3681.7125346340827,0.00045610080659389495,0.003433981612324715
9,09000,997,2.0,3940.3405240367993,4207.363859818973,0.0029806416993633793,3809.32964607921,0.00045641128313816416,0.0034370529825015436
10,10000,1000,2.0,4101.5942634532375,4234.436722611813,0.0029821745157241823,3840.9518902867085,0.0004564011543989181,0.0034385756701231004
11,11000,995,2.0,4117.278248867939,4235.513999499315,0.0029791058906957733,3974.5806924530852,0.0004563361556086708,0.003435442046304444
12,12000,1000,2.0,4126.671912249225,4211.403857043776,0.0029780922681093215,3917.629421933335,0.000455570250749588,0.0034336625188589095
13,13000,995,2.0,4041.1134328228723,4232.948688691006,0.0029789967752581266,3863.7774851616455,0.00045612806351340594,0.0034351248387715326
14,14000,1000,2.0,4002.579682470809,4161.812119704708,0.0029788758754730224,3724.5568920665837,0.00045655637979507446,0.003435432255268097
15,15000,999,2.0,3969.806837828258,4224.465630016956,0.002979957186304652,3867.198839477744,0.000456418346117686,0.0034363755324223377
16,16000,1000,2.0,4196.156649645974,4226.2813735341915,0.0029777463525533674,3938.5313416060103,0.0004561258554458618,0.003433872207999229
17,17000,1000,2.0,4073.06418749401,4227.43500589379,0.0029793323278427125,3903.114291775314,0.00045628379285335543,0.003435616120696068
18,18000,999,2.0,3931.4114980939926,4169.098111965741,0.0029743312148599174,3736.264449004174,0.0004555011565262849,0.0034298323713862025
19,19000,1000,2.0,3858.363231958467,4170.680773440531,0.002978865370154381,3797.7333598763803,0.0004571160823106766,0.0034359814524650575
20,20000,1000,2.0,3778.7389649768024,4157.1849042578915,0.0029809085726737977,3763.7016455519406,0.0004564092308282852,0.003437317803502083
21,21000,838,2.0,3917.0744856160377,4204.8282757866355,0.002978101372718811,3948.951465916892,0.00045598392554854436,0.003434085298267355
