,folder,# records,eps (per record),avg func L2,avg priv err,avg priv time,avg smooth err,avg smooth time,avg total runtime
0,00000,987,0.5,4227.416645637966,7556.6122486089025,0.002043251797421,5219.602274773864,0.000240929598383145,0.0022841813958041452
1,01000,1000,0.5,4196.633984385568,7522.652000647067,0.002040553480386734,5193.482788268337,0.0002407071441411972,0.0022812606245279313
2,02000,998,0.5,4167.646958183916,7516.9276910367735,0.0020399496466936714,5172.761906441474,0.00024093990634104054,0.002280889553034712
3,03000,995,0.5,4196.500586945298,7539.173736514525,0.0020402213137353485,5209.335680365297,0.00024089933040753083,0.0022811206441428794
4,04000,1000,0.5,4040.150522137716,7489.776463553399,0.002040546968579292,5179.281253220793,0.00024094192683696747,0.0022814888954162597
5,05000,999,0.5,4167.3242761124175,7549.635598037472,0.002039855694746947,5277.72507334739,0.00024074823171407492,0.002280603926461022
6,06000,1000,0.5,4020.2923656078447,7477.227165191192,0.002039998471736908,5158.276645146194,0.00024067848920822143,0.0022806769609451296
7,07000,997,0.5,3975.5618367716893,7528.982173222828,0.0020404669830768017,5241.6681277438765,0.00024092545659994052,0.002281392439676742
8,08000,1000,0.5,3926.9119311479017,7407.570340851715,0.0020389618277549745,5079.838625660451,0.00024064552783966065,0.0022796073555946352
9,09000,997,0.5,3940.3405240367993,7491.154824590858,0.0020403155053749966,5180.921080354813,0.00024074245778584074,0.0022810579631608375
10,10000,1000,0.5,4101.5942634532375,7524.442592646993,0.0020404336154460907,5210.964577845937,0.00024090000987052917,0.00228133362531662
11,11000,995,0.5,4117.278248867939,7561.904457465564,0.0020394531775958574,5327.44907174535,0.00024075473672780558,0.002280207914323663
12,12000,1000,0.5,4126.671912249225,7529.912574390165,0.0020402484834194184,5273.625159618015,0.00024071404337882996,0.0022809625267982483
13,13000,995,0.5,4041.1134328228723,7521.2265116592525,0.002039095549727205,5235.591883873922,0.00024051965780593642,0.0022796152075331413
14,14000,1000,0.5,4002.579682470809,7435.783972196437,0.0020398679077625274,5114.843904264761,0.0002408221513032913,0.002280690059065819
15,15000,999,0.5,3969.806837828258,7511.387024757883,0.0020368408870410633,5238.918023282881,0.0002401707408664463,0.0022770116279075096
16,16000,1000,0.5,4196.156649645974,7533.596260807362,0.0020375715196132658,5290.196370552005,0.00024001674354076386,0.0022775882631540295
17,17000,1000,0.5,4073.06418749401,7529.769104958892,0.0020378484129905702,5260.2858861840805,0.00024030224978923798,0.002278150662779808
18,18000,999,0.5,3931.4114980939926,7458.952252591454,0.0020365233535881155,5135.995238316949,0.00024056701629130808,0.002277090369879424
19,19000,1000,0.5,3858.363231958467,7467.533718537937,0.0020391781479120255,5182.538767564079,0.00024059905111789703,0.0022797771990299225
20,20000,1000,0.5,3778.7389649768024,7460.648893204302,0.0020371238738298414,5167.081768583989,0.00024040353298187257,0.002277527406811714
21,21000,838,0.5,3917.0744856160377,7550.402975380004,0.002041505867513097,5328.302488723414,0.00024086606815492908,0.0022823719356680258
