,folder,# records,eps (per record),avg func L2,avg priv err,avg priv time,avg smooth err,avg smooth time,avg total runtime
0,00000,987,0.25,4227.416645637966,13526.398413517687,0.002042687787714942,7944.631645950204,0.0002374391787682623,0.002280126966483204
1,01000,1000,0.25,4196.633984385568,13524.129327989187,0.0020386626273393633,7935.671003893947,0.00023752062022686004,0.0022761832475662234
2,02000,998,0.25,4167.646958183916,13501.034350976595,0.0020365779976806563,7906.0011558966435,0.0002380953672414791,0.0022746733649221355
3,03000,995,0.25,4196.500586945298,13510.85323925435,0.0020372762302657468,7934.84335480007,0.0002375326414204123,0.002274808871686159
4,04000,1000,0.25,4040.150522137716,13497.35162573115,0.0020377335250377653,7916.495248396194,0.00023780956864356993,0.0022755430936813354
5,05000,999,0.25,4167.3242761124175,13502.680969625437,0.002037812803719972,7985.78207000182,0.0002378162380692002,0.0022756290417891723
6,06000,1000,0.25,4020.2923656078447,13453.284321563951,0.002034958839416504,7898.057095662134,0.00023794333636760712,0.002272902175784111
7,07000,997,0.25,3975.5618367716893,13524.56566661799,0.002041840654916486,7970.644662208628,0.00023803339081040117,0.0022798740457268874
8,08000,1000,0.25,3926.9119311479017,13449.107188416468,0.002041383683681488,7865.08305321312,0.00023799513280391694,0.002279378816485405
9,09000,997,0.25,3940.3405240367993,13501.827684393755,0.0020379120840830216,7924.273322544045,0.0002377070000800589,0.0022756190841630806
10,10000,1000,0.25,4101.5942634532375,13511.675663361759,0.002034042656421661,7938.742377229451,0.0002373719811439514,0.0022714146375656125
11,11000,995,0.25,4117.278248867939,13540.036297392497,0.002035278980456405,8036.960118303853,0.00023753592117347908,0.002272814901629884
12,12000,1000,0.25,4126.671912249225,13527.602350052086,0.002039049416780472,8004.145025927236,0.00023810768127441407,0.002277157098054886
13,13000,995,0.25,4041.1134328228723,13527.957126425077,0.002035906821040053,7984.479296449103,0.00023762463924273774,0.0022735314602827907
14,14000,1000,0.25,4002.579682470809,13459.15283138153,0.0020374097228050233,7874.234148847027,0.0002373289167881012,0.0022747386395931247
15,15000,999,0.25,3969.806837828258,13513.576200862599,0.0020378639509489346,7980.292450914479,0.00023737132131635726,0.002275235272265292
16,16000,1000,0.25,4196.156649645974,13546.08898457851,0.0020354249775409697,8020.624953196799,0.00023767171800136567,0.002273096695542335
17,17000,1000,0.25,4073.06418749401,13510.1984036196,0.002033949464559555,7976.545120218149,0.00023663923144340515,0.00227058869600296
18,18000,999,0.25,3931.4114980939926,13461.55215916211,0.002034504865263556,7893.429163844186,0.00023740122805128585,0.0022719060933148417
19,19000,1000,0.25,3858.363231958467,13498.607855363369,0.002037495642900467,7940.805195795085,0.000237873837351799,0.002275369480252266
20,20000,1000,0.25,3778.7389649768024,13492.350620583746,0.002035805881023407,7935.267540787037,0.00023750032484531403,0.002273306205868721
21,21000,838,0.25,3917.0744856160377,13524.974363112673,0.002038155613480434,8038.473580780665,0.00023772837794196918,0.002275883991422403
