,name,func L2,priv err,priv time,smooth err,smooth time,total runtime
0,abboip,2986602.529408208,59687792.32730274,0.02733728289604187,29436863.608333047,0.006543219089508057,0.03388050198554993
1,abcoij,11387.366197969848,10881451.760974754,0.0049598366022109985,5060281.850069535,0.0011952519416809082,0.006155088543891907
2,abdremlu,4807311.561217478,27399427.77743666,0.012624144554138184,15148060.762985125,0.0030187219381332397,0.015642866492271423
3,abgibo,2086456.056381533,62249307.04177495,0.029019296169281006,32910758.77832116,0.00696052610874176,0.035979822278022766
4,abjoolaw,5028367.516228743,29714328.562292527,0.013693809509277344,15338189.259707194,0.003290340304374695,0.01698414981365204
5,abmuyawm,5012566.654619189,71801700.9157827,0.03278671205043793,35456412.88215788,0.007867395877838135,0.04065410792827606
6,abniar,11660541.56470244,89753552.51988144,0.040539443492889404,45381080.23146067,0.009799659252166748,0.05033910274505615
7,abnovkak,4948372.404775512,34812916.762611955,0.016045808792114258,18122787.048761778,0.003874167799949646,0.019919976592063904
8,abtyff,4776112.598516988,41656524.906065464,0.01922343671321869,22387278.615038536,0.004652097821235657,0.023875534534454346
9,abwecnij,2950593.8639600165,52021508.69439414,0.023693770170211792,25636882.50206662,0.0057031214237213135,0.029396891593933105
10,acdiyito,1875663.27990679,9209382.056343168,0.0042993128299713135,5188498.257082008,0.0010367929935455322,0.005336105823516846
11,acduou,2034714.504787471,75941531.31140906,0.03457769751548767,39179925.676308125,0.008320748805999756,0.04289844632148743
12,acgerl,2303008.7247667033,32852908.911760602,0.014871999621391296,17732575.493895054,0.0035840272903442383,0.018456026911735535
13,acitva,5670973.867873089,14559200.81364123,0.006662726402282715,7966664.89964478,0.0016112476587295532,0.008273974061012268
14,acpegho,4896341.288133755,59955792.70448797,0.027497082948684692,31003076.763586357,0.006611362099647522,0.034108445048332214
15,acvebr,2626186.1453251145,63977199.5373107,0.029067441821098328,31994799.812388953,0.006993338465690613,0.03606078028678894
16,adkavy,5310388.711729841,15451981.13960904,0.007131814956665039,7911566.687622998,0.0017136335372924805,0.00884544849395752
17,adnerst,2572501.607559462,34884328.059642725,0.015933513641357422,18032300.009201013,0.003840431571006775,0.019773945212364197
18,adpaifo,2092387.5603166604,60313898.22486125,0.027746140956878662,30388816.36364346,0.006667971611022949,0.03441411256790161
19,aducrisi,2806800.422515321,59799276.49339405,0.027132689952850342,30830536.555515792,0.00653509795665741,0.03366778790950775
20,afmorc,2465501.1358270333,23856290.62323176,0.011012092232704163,12538743.494814197,0.0026538819074630737,0.013665974140167236
