,folder,# records,eps (per record),avg func L2,avg approx err,avg priv err,avg priv loss,avg smooth err,avg smooth loss,avg approx time,avg priv time,avg smooth time,avg total runtime
0,00000,987,0.25,4227.416645637966,283.7143992130069,3345.089171487692,3331.015098735657,3250.408440518346,3235.9336775314814,0.3166587572571234,0.003883069832153475,,0.33583370456519224
1,01000,1000,0.25,4196.633984385568,285.00232582990134,3344.8749867330157,3330.7542317973844,3250.4277559322973,3235.9058210898784,0.3191156325340271,0.003910666286945343,,0.3384334768950939
2,02000,998,0.25,4167.646958183916,281.1160729917824,3345.3839914226255,3331.7626933754896,3250.748286530559,3236.737487971941,0.31891809508413493,0.003912193069835464,,0.33822009906560957
3,03000,995,0.25,4196.500586945298,283.3933495347751,3345.989844887037,3331.930796339014,3251.5060186861997,3237.0532747594316,0.3191183912095113,0.003909339901789948,,0.33843404724070775
4,04000,1000,0.25,4040.150522137716,272.3056241415501,3345.413923949602,3332.052442581394,3250.4967567946405,3236.7594923371694,0.31928279948234556,0.003913540035486222,,0.3386102450340986
5,05000,999,0.25,4167.3242761124175,282.95752144418,3345.1984170754076,3329.848400869614,3250.75001634201,3235.009362845651,0.3191221120717886,0.0039097969984268404,,0.33840602117257795
6,06000,1000,0.25,4020.2923656078447,276.73620743799023,3346.31267801895,3332.681578808052,3251.6652252391427,3237.650976361448,0.31927909755706785,0.003921486303210258,,0.3386462825834751
7,07000,997,0.25,3975.5618367716893,277.3918841234108,3344.027752919378,3330.278079059561,3249.2106715772134,3235.071161828862,0.31895998990165075,0.0039114644050359006,,0.33825218179818983
8,08000,1000,0.25,3926.9119311479017,270.86724393250677,3345.7885172420984,3331.918015012815,3251.0178020145127,3236.770950408528,0.31873004603385924,0.003910289540886879,,0.33802001836895945
9,09000,997,0.25,3940.3405240367993,274.90399796664036,3345.799610101253,3332.110856099324,3250.842968444672,3236.7656346160948,0.31918448741840144,0.003906645127380624,,0.33850737742578973
10,10000,1000,0.25,4101.5942634532375,279.5800815875479,3343.899277727285,3330.329825945296,3249.3085224523916,3235.3524313455086,0.3190334117412567,0.003915131077170372,,0.33833891333639626
11,11000,995,0.25,4117.278248867939,279.2346561874926,3346.3829124533704,3331.9511021229373,3251.7324232882934,3236.921339763554,0.3190735464719073,0.0039099390632543135,,0.3383990754733733
12,12000,1000,0.25,4126.671912249225,279.44207709587334,3345.8293887482964,3331.6065746941704,3251.3142858794104,3236.7077628277157,0.31881850624084473,0.003908205434679985,,0.33810609617829324
13,13000,995,0.25,4041.1134328228723,279.62783952805995,3344.854285460147,3330.5528764578157,3250.201570142866,3235.5072465458647,0.3189376881374187,0.003914324692146263,,0.33825812682734063
14,14000,1000,0.25,4002.579682470809,272.80738462135565,3344.372378990403,3330.5801990339055,3249.6369186722327,3235.4782043260057,0.3191823482513428,0.003918491527438164,,0.3385353057086468
15,15000,999,0.25,3969.806837828258,279.19475533511627,3346.463714864428,3331.3612569152815,3251.7168014479184,3236.2058230434295,0.3193353468233401,0.003910079628258974,,0.33868081985531867
16,16000,1000,0.25,4196.156649645974,284.8897400006002,3344.6463551416205,3329.7032425406605,3250.0369657242354,3234.6765912998685,0.31905890417099,0.00391065126657486,,0.3383678320199251
17,17000,1000,0.25,4073.06418749401,279.903126334639,3346.688708069444,3332.2002234517668,3252.1519348977495,3237.270316732935,0.31905765533447267,0.003915840029716492,,0.3384128833413124
18,18000,999,0.25,3931.4114980939926,273.89005687333616,3344.9337215082583,3330.6302755164106,3250.51793917806,3235.837946722892,0.3191145826746394,0.003908000177926607,,0.33844957829595684
19,19000,1000,0.25,3858.363231958467,268.7447645668436,3346.2012186416214,3332.1027832862665,3251.171982148334,3236.7022760134396,0.31902155208587646,0.003915641784667969,,0.33836058124899865
20,20000,1000,0.25,3778.7389649768024,273.02147133686225,3346.6710777703966,3331.047846652664,3252.2079069597116,3236.201780981385,0.3187863702774048,0.003908884108066559,,0.33809752875566484
21,21000,838,0.25,3917.0744856160377,283.32068759313745,3348.500720746015,3331.07669314976,3254.3605131544964,3236.540116258753,0.3189687728881836,0.0039090998204056,,0.3382852292999732
