,name,func L2,priv err,priv time,smooth err,smooth time,total runtime
0,abboip,2986602.529408208,20218850.78001009,0.02695058286190033,10851622.264771666,0.006501778960227966,0.033452361822128296
1,abcoij,11387.366197969848,3703091.697051539,0.004907399415969849,1611715.7813510173,0.0011849403381347656,0.006092339754104614
2,abdremlu,4807311.561217478,9459341.448665125,0.01244160532951355,7057213.432800649,0.0030094683170318604,0.01545107364654541
3,abgibo,2086456.056381533,21083158.20883658,0.028559088706970215,12689022.363281442,0.006910353899002075,0.03546944260597229
4,abjoolaw,5028367.516228743,10039198.875451379,0.013483703136444092,5812484.660685054,0.003262624144554138,0.01674632728099823
5,abmuyawm,5012566.654619189,23646349.607345533,0.032318100333213806,13771838.134736467,0.007807061076164246,0.04012516140937805
6,abniar,11660541.56470244,29498478.764782872,0.04006369411945343,17084766.7198071,0.00971098244190216,0.04977467656135559
7,abnovkak,4948372.404775512,11712227.576163607,0.015803262591362,7112245.157101733,0.0038322508335113525,0.019635513424873352
8,abtyff,4776112.598516988,14067122.232628083,0.019054576754570007,8652633.351489361,0.004609555006027222,0.02366413176059723
9,abwecnij,2950593.8639600165,17411779.42445673,0.023273423314094543,9920822.984990353,0.005610421299934387,0.02888384461402893
10,acdiyito,1875663.27990679,3220444.3503885,0.004215016961097717,2265838.9755568467,0.0010108798742294312,0.0052258968353271484
11,acduou,2034714.504787471,25298904.441172786,0.034178122878074646,14515260.80200326,0.008284181356430054,0.0424623042345047
12,acgerl,2303008.7247667033,10897562.864416623,0.014765694737434387,6607457.67074482,0.003562614321708679,0.018328309059143066
13,acitva,5670973.867873089,4864286.130930972,0.006606385111808777,2763916.0782067496,0.0015996098518371582,0.008205994963645935
14,acpegho,4896341.288133755,20088853.06616191,0.027279675006866455,11537936.589184705,0.006597399711608887,0.03387707471847534
15,acvebr,2626186.1453251145,21232440.121661305,0.028741002082824707,11369284.59334201,0.006962507963180542,0.03570351004600525
16,adkavy,5310388.711729841,5123629.828411882,0.007068634033203125,2950111.510166063,0.0017138123512268066,0.008782446384429932
17,adnerst,2572501.607559462,11755564.429048778,0.015775293111801147,6928406.989166981,0.0038220584392547607,0.019597351551055908
18,adpaifo,2092387.5603166604,20263821.868981235,0.027425497770309448,11328478.290241078,0.006634443998336792,0.03405994176864624
19,aducrisi,2806800.422515321,19875643.79601822,0.026811182498931885,13187597.71905984,0.006492063403129578,0.03330324590206146
20,afmorc,2465501.1358270333,8173815.549534124,0.010851502418518066,4622713.909195364,0.0025920718908309937,0.01344357430934906
21,afpansh,2246641.8014312848,18933318.73113186,0.0256483256816864,10858104.084955052,0.006194412708282471,0.03184273838996887
22,afsfat,4013532.2029592576,23582200.29661986,0.03163208067417145,14593553.412175123,0.007674708962440491,0.03930678963661194
23,afweka,7107594.544303576,22098709.56903794,0.02958083152770996,13192685.059198238,0.007164567708969116,0.03674539923667908
24,agcowktu,2496513.1820794153,14236241.14309794,0.019336268305778503,7811682.658789406,0.0046852827072143555,0.02402155101299286
25,agdrea,4333532.500004127,18699642.808857076,0.02510039508342743,13439554.242711626,0.006067782640457153,0.031168177723884583
26,aggjuo,2177821.300540907,18073982.4636514,0.02434718608856201,11290178.532860426,0.005882039666175842,0.030229225754737854
27,agivle,5936923.293313465,20923640.757395416,0.02827349305152893,12162646.313965864,0.006856322288513184,0.035129815340042114
