,name,func L2,priv err,priv time,smooth err,smooth time,total runtime
0,abboip,2986602.529408208,29763207.829706907,0.01833164691925049,20047835.293682862,0.003473028540611267,0.021804675459861755
1,abcoij,11387.366197969848,5351716.64273461,0.0033369511365890503,3622101.04132134,0.0006267577409744263,0.0039637088775634766
2,abdremlu,4807311.561217478,14178118.384051077,0.00850793719291687,10889138.6750918,0.0016140192747116089,0.010121956467628479
3,abgibo,2086456.056381533,32230547.73494315,0.019497424364089966,23095902.78857406,0.0036734938621520996,0.023170918226242065
4,abjoolaw,5028367.516228743,14846928.866539171,0.00917169451713562,10515103.720209505,0.0017230361700057983,0.010894730687141418
5,abmuyawm,5012566.654619189,35741475.89119398,0.021907895803451538,25106253.137523666,0.004127636551856995,0.026035532355308533
6,abniar,11660541.56470244,44775737.52954067,0.027237042784690857,31294429.05794882,0.0051594078540802,0.03239645063877106
7,abnovkak,4948372.404775512,17799686.386649393,0.010720625519752502,12591395.645616328,0.0020340681076049805,0.012754693627357483
8,abtyff,4776112.598516988,21247234.812664792,0.012899518013000488,15081672.446147919,0.0024458318948745728,0.015345349907875061
9,abwecnij,2950593.8639600165,26159043.510422815,0.01586301624774933,18186763.482082114,0.0030070841312408447,0.018870100378990173
10,acdiyito,1875663.27990679,4857052.230164949,0.0028535276651382446,3577256.3239024715,0.0005413740873336792,0.003394901752471924
11,acduou,2034714.504787471,37622555.998010986,0.023171409964561462,26675061.474990547,0.004390940070152283,0.027562350034713745
12,acgerl,2303008.7247667033,16549324.817160899,0.0099172443151474,11725055.362113515,0.001880258321762085,0.011797502636909485
13,acitva,5670973.867873089,7384249.104093395,0.004425123333930969,5241186.284454468,0.0008395910263061523,0.005264714360237122
14,acpegho,4896341.288133755,30133342.8932394,0.018348291516304016,21108863.76902135,0.0034805089235305786,0.021828800439834595
15,acvebr,2626186.1453251145,31617739.61442094,0.019300073385238647,21634828.068582147,0.0036680102348327637,0.02296808362007141
16,adkavy,5310388.711729841,7661247.233702136,0.004668176174163818,5402258.797038863,0.0008879154920578003,0.005556091666221619
17,adnerst,2572501.607559462,17603495.976891786,0.010493859648704529,12459542.311687345,0.001996755599975586,0.012490615248680115
18,adpaifo,2092387.5603166604,30203665.288109645,0.01833982765674591,21010052.449509915,0.0034862160682678223,0.021826043725013733
19,aducrisi,2806800.422515321,30058206.612683922,0.017920807003974915,21881644.435703795,0.003407120704650879,0.021327927708625793
20,afmorc,2465501.1358270333,11847447.451329611,0.007271260023117065,8202785.344361482,0.0013786405324935913,0.008649900555610657
21,afpansh,2246641.8014312848,28618466.78365211,0.017090126872062683,20262185.084879264,0.0032462626695632935,0.020336389541625977
22,afsfat,4013532.2029592576,35674665.459729396,0.021013781428337097,25169031.592532583,0.004005715250968933,0.02501949667930603
23,afweka,7107594.544303576,32879504.30040787,0.019731059670448303,23171203.219292518,0.0037678927183151245,0.023498952388763428
24,agcowktu,2496513.1820794153,21307629.200374607,0.012911081314086914,14656359.05475234,0.0024657398462295532,0.015376821160316467
25,agdrea,4333532.500004127,27904455.565159023,0.016732871532440186,20795318.875424635,0.0031868964433670044,0.01991976797580719
