,folder,# records,eps (per record),avg func L2,avg priv err,avg priv time,avg smooth err,avg smooth time,avg total runtime
0,00000,987,4.0,4227.416645637966,3769.9989750383697,0.002034439262768901,3836.469048768343,0.0002391726503256244,0.0022736119130945254
1,01000,1000,4.0,4196.633984385568,3737.307408218593,0.0020353657454252245,3809.928990786563,0.00023931728303432464,0.002274683028459549
2,02000,998,4.0,4167.646958183916,3714.798674035433,0.0020347802576894513,3772.598056195247,0.000238801440399491,0.0022735816980889423
3,03000,995,4.0,4196.500586945298,3742.1378279221367,0.0020337315660026206,3808.0756931893357,0.00023912817389521766,0.002272859739897838
4,04000,1000,4.0,4040.150522137716,3646.5661645501073,0.0020354005694389345,3767.3863709565085,0.00023921135067939757,0.002274611920118332
5,05000,999,4.0,4167.3242761124175,3746.4619204910728,0.0020324479232917917,3892.2571625944465,0.00023896007745473593,0.0022714080007465278
6,06000,1000,4.0,4020.2923656078447,3637.928702538337,0.0020326450765132905,3749.3259582087103,0.00023909763991832733,0.002271742716431618
7,07000,997,4.0,3975.5618367716893,3716.996861842202,0.00203306460332727,3843.378032290196,0.0002390325607483461,0.0022720971640756158
8,08000,1000,4.0,3926.9119311479017,3485.705798541701,0.002034311905503273,3642.2384368167177,0.00023918135464191437,0.0022734932601451876
9,09000,997,4.0,3940.3405240367993,3645.6172509604485,0.0020329738213281812,3778.786231073846,0.00023903124550041726,0.0022720050668285983
10,10000,1000,4.0,4101.5942634532375,3736.8849468222625,0.0020326285660266876,3818.1684426238967,0.00023910269141197204,0.0022717312574386597
11,11000,995,4.0,4117.278248867939,3773.783159621194,0.0020322010894516605,3950.9479927201396,0.00023924754792122385,0.002271448637372884
12,12000,1000,4.0,4126.671912249225,3721.053499824629,0.0020347056090831758,3890.6629078789783,0.00023947404325008393,0.0022741796523332598
13,13000,995,4.0,4041.1134328228723,3708.3875336469296,0.0020308861331125,3834.32441395739,0.00023905371301737263,0.0022699398461298727
14,14000,1000,4.0,4002.579682470809,3553.397466236756,0.002029862329363823,3693.2948319260827,0.00023897533118724822,0.0022688376605510714
15,15000,999,4.0,3969.806837828258,3664.033814968053,0.002035585296404612,3837.2665238675086,0.00023963043579945456,0.0022752157322040666
16,16000,1000,4.0,4196.156649645974,3708.586103141308,0.002034090295433998,3910.0971358651345,0.00023934249579906465,0.0022734327912330627
17,17000,1000,4.0,4073.06418749401,3723.2068903413488,0.002032433435320854,3877.553202971836,0.00023915846645832062,0.0022715919017791747
18,18000,999,4.0,3931.4114980939926,3579.701163161607,0.002032021189237142,3702.8900815520265,0.00023913936870353477,0.002271160557940677
19,19000,1000,4.0,3858.363231958467,3593.934828638729,0.002032427296042442,3765.0407012139785,0.0002394910305738449,0.002271918326616287
20,20000,1000,4.0,3778.7389649768024,3564.0833622615287,0.002031318262219429,3727.437918291878,0.00023900051414966583,0.002270318776369095
21,21000,838,4.0,3917.0744856160377,3720.434424186621,0.0020312801501346945,3921.436179371363,0.00023920606457248224,0.002270486214707177
